LINEID,ROUTEID,DIRECTION,sequence
7D,7D_120,1,"[4962, 4725, 6059, 334, 406, 747, 842, 845, 846, 847, 848, 2795, 756, 757, 758, 759, 760, 761, 762, 763, 2007, 2008, 2009, 2010, 435, 7353, 7584, 3344, 7421, 7422, 6085, 2053, 2054, 2055, 4565, 4566, 4567, 3238, 3239, 3240, 3048, 3049, 3050, 3051, 3052, 3053, 3054, 3055, 3056, 3057]"
7D,7D_121,2,"[3057, 3059, 3060, 3061, 3062, 3063, 3064, 3065, 3066, 3067, 3202, 3203, 3204, 4568, 4569, 7658, 2023, 2024, 2025, 6086, 7419, 7420, 3345, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 7586, 7587, 345, 320, 281, 4, 7555, 4962]"
7D,7D_122,2,"[3057, 3059, 3061, 771, 772, 773, 7587, 345, 320, 281, 4, 7555, 4962]"
7D,7D_123,2,"[3057, 4830, 7667, 3091, 3092, 3093, 3535, 3536, 3537, 3538, 7556, 3539, 3540, 3541, 3542, 3543, 3141, 3142, 3224, 3225, 3226, 3227, 3228, 3229, 7472, 3230, 3232, 3233, 3234, 4462, 3235, 3236, 3237, 3238, 3239, 3240, 3068, 3069, 3070, 2041, 3071, 3072, 3073, 3074, 3075, 3076, 3077, 3084, 469, 470, 471, 472, 473, 4705, 475, 476, 477, 478, 7053, 2088, 2089, 770, 771, 772, 417, 485, 487, 488, 489, 490, 491, 492, 493, 494, 495, 7587, 345, 320, 7492, 281, 4, 4962]"
