LINEID,ROUTEID,DIRECTION,sequence
25D,25D_275,2,"[6290, 7120, 7119, 7127, 7143, 7168, 4616, 2227, 7049, 7627, 2236, 2237, 2238, 5056, 2239, 2241, 2242, 7435, 2722, 4413, 1476, 7453, 1478, 1479, 315, 347, 406, 4530, 748, 7390]"
25D,25D_277,1,"[7391, 493, 494, 495, 400, 7588, 7392, 312, 1444, 1445, 4407, 2637, 2721, 7012, 2201, 7239, 4401, 2213, 2214, 2215, 2216, 4599, 7184, 2225, 4620, 7563, 7231, 7128, 7117, 7118, 6289]"
