LINEID,ROUTEID,DIRECTION,sequence
14C,14C_10,2,"[6041, 2826, 2842, 2843, 2844, 2845, 2846, 2847, 4397, 2848, 2849, 2850, 2851, 2852, 4707, 4708, 4336, 1051, 1052, 1053, 1054, 1036, 4709, 1037, 1038, 2998, 2999, 3000, 3001, 3002, 1166, 1167, 1168, 1169, 1170, 1069, 1070, 1071, 4528, 1072, 297]"
14C,14C_17,1,"[248, 249, 250, 251, 252, 255, 234, 235, 236, 1190, 1191, 1192, 1193, 1194, 1195, 664, 665, 666, 667, 668, 614, 615, 616, 617, 618, 619, 675, 4415, 301, 336]"
14C,14C_18,2,"[6041, 2826, 2842, 2843, 2844, 2845, 2846, 2847, 4397, 2848, 2849, 2850, 2851, 2852, 4707, 4708, 4336, 1051, 1052, 1053, 1054, 1036, 4709, 1037, 1038, 2998, 2999, 3000, 3001, 3002, 1166, 1167, 1168, 1169, 1170, 1069, 1070, 1071, 4528, 1072, 7577, 1353, 1354, 7589, 7578, 7582, 297]"
