LINEID,ROUTEID,DIRECTION,sequence
27X,27X_42,2,"[4595, 4596, 4563, 1218, 1258, 1259, 1260, 6130, 1262, 4692, 1245, 4693, 1254, 1255, 1256, 4694, 1249, 1247, 1248, 1273, 1274, 1275, 1276, 1277, 1219, 1220, 1221, 664, 614, 4415, 302, 4495, 405, 2809, 408, 409, 411, 414, 416, 417, 418, 419, 420, 2088, 2089, 763, 4952]"
27X,27X_43,1,"[4952, 768, 2085, 2086, 479, 480, 481, 482, 483, 485, 488, 491, 493, 494, 495, 496, 7490, 7659, 497, 7659, 523, 523, 4382, 1196, 4382, 1196, 1197, 1197, 1198, 1199, 1198, 1200, 1199, 4385, 1200, 1201, 4385, 1201, 4695, 1243, 4695, 1243, 4696, 4696, 4697, 4697, 1250, 4698, 1250, 4698, 4383, 4699, 4383, 4388, 4699, 4700, 4388, 4700, 1266, 1267, 1266, 1267, 1268, 1268, 1269, 1265, 1269, 1265, 6115, 6115, 4593, 4594, 4593, 4594]"
