LINEID,ROUTEID,DIRECTION,sequence
76A,76A_28,1,"[7026, 4747, 2960, 1840, 1841, 1842, 7374, 2241, 2242, 2243, 2200, 5006, 5007, 2655, 2656, 2668, 2672, 2673, 2206, 4798, 4795, 2675, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2158, 2159, 4409, 2173, 2174, 3425, 2763, 2619, 2620, 2345, 5008, 4640, 4347, 4341]"
76A,76A_29,2,"[4341, 4348, 4646, 4647, 2363, 2364, 2618, 5011, 2762, 2110, 2111, 2112, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2123, 2685, 4795, 2686, 7510, 4799, 2205, 2687, 2688, 2689, 2696, 2697, 4414, 5009, 2201, 4401, 1813, 1814, 7026]"
