LINEID,ROUTEID,DIRECTION,sequence
7B,7B_91,1,"[4962, 6059, 334, 406, 747, 842, 845, 846, 847, 848, 2795, 756, 757, 758, 759, 760, 761, 762, 763, 2007, 2008, 2009, 2010, 435, 7353, 7584, 3344, 7421, 7422, 6085, 2053, 2054, 2055, 4732, 3243, 3244, 3245, 3212, 3213, 3214, 3215, 3216, 3217, 3218, 3219, 3537, 3538, 7556, 3539, 3540, 3541, 3542, 3544]"
7B,7B_93,2,"[3544, 3552, 3553, 3554, 3555, 3556, 3557, 7317, 3224, 3225, 3226, 3227, 3228, 3229, 7472, 3230, 3231, 3246, 3247, 7056, 4731, 2023, 2024, 2025, 6086, 7419, 7420, 3345, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 4529, 7586, 7587, 345, 320, 281, 4, 4962]"
