LINEID,ROUTEID,DIRECTION,sequence
40B,40B_63,1,"[6004, 7, 11, 14, 15, 834, 835, 836, 837, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1538, 4548, 980, 981, 1518, 1519, 1520, 7661, 1521, 4546, 1559, 1560, 1280, 6348, 1182, 1550, 1551, 1552, 1553, 7023, 7014, 4315, 4316]"
40B,40B_64,1,"[4592, 980, 981, 1518, 1519, 1520, 7661, 1521, 4546, 1559, 1560, 1280, 6348, 1182, 1550, 1551, 1552, 1553, 7023, 7014, 4315, 4316]"
40B,40B_65,2,"[4316, 4317, 7013, 6162, 7022, 1554, 1555, 1556, 1557, 1181, 7350, 1558, 1549, 1523, 1524, 1525, 1526, 6080, 983, 984, 985, 1529, 4542, 1531, 1532, 1533, 1534, 1535, 1536, 1537, 186, 838, 839, 840, 841, 49, 51, 52, 4725, 6071]"
