LINEID,ROUTEID,DIRECTION,sequence
32X,32X_74,1,"[3640, 3574, 3641, 3642, 3643, 3583, 3584, 3585, 3587, 3588, 3589, 3605, 3606, 3607, 3608, 3609, 3598, 4465, 944, 945, 947, 948, 949, 928, 588, 590, 1729, 1731, 1738, 614, 675, 621, 6207, 333, 403, 747, 842, 846, 848, 759, 760, 761, 762, 763, 4952]"
32X,32X_76,2,"[4952, 768, 770, 773, 774, 906, 909, 786, 791, 6058, 790, 7576, 4529, 7585, 7587, 496, 7490, 522, 7659, 1741, 1747, 1749, 544, 546, 914, 938, 940, 941, 942, 943, 3599, 3610, 3611, 6135, 3612, 3613, 3615, 3616, 3618, 3619, 6087, 3620, 3621, 3622, 3623, 4387, 3634, 3635, 3636, 905, 4331, 4339, 7616, 5081, 5082]"
32X,32X_77,1,"[3640, 3574, 3641, 3642, 3643, 3583, 3584, 3585, 3587, 3588, 3589, 3605, 3606, 3607, 3608, 3609, 3598, 4465, 944, 945, 947, 948, 949, 928, 588, 590, 1729, 1731, 1738, 614, 675, 621, 6207, 4495, 2809, 2810, 842, 846, 848, 759, 760, 761, 762, 763, 4952]"
