LINEID,ROUTEID,DIRECTION,sequence
70D,70D_70,1,"[7571, 1644, 1605, 115, 37, 38, 39, 175, 5147, 4498, 1660, 1661, 1662, 1664, 1665, 1666, 1667, 1668, 1669, 1670, 1671, 1672, 1673, 1674, 1675, 1849, 1813, 1814, 4325, 3328, 3329, 3330, 3331, 3351, 3332, 3333]"
70D,70D_71,2,"[3333, 3334, 3352, 3335, 3336, 3337, 3338, 3339, 3340, 1545, 1840, 1841, 4314, 1687, 1688, 1689, 1690, 1691, 1692, 1693, 1694, 1695, 1696, 1697, 1698, 1699, 1700, 1701, 1702, 16, 5144, 7027, 1510, 156, 1510, 156, 27, 27, 28, 29, 28, 29, 4680, 4680, 90, 90, 91, 91, 7571, 7571]"
