LINEID,ROUTEID,DIRECTION,sequence
31D,31D_50,1,"[7571, 1190, 1191, 1192, 1193, 1194, 1195, 674, 4389, 4390, 530, 531, 709, 532, 533, 534, 535, 536, 537, 538, 539, 540, 541, 542, 543, 544, 545, 546, 910, 911, 912, 913]"
31D,31D_51,2,"[928, 929, 930, 931, 587, 588, 589, 590, 591, 592, 593, 594, 595, 596, 597, 598, 599, 600, 601, 602, 603, 604, 605, 606, 607, 608, 4791, 4792, 1185, 1186, 1187, 1188, 237, 206, 1643, 7571]"
