LINEID,ROUTEID,DIRECTION,sequence
29A,29A_14,1,"[289, 7617, 496, 7490, 515, 516, 4384, 519, 521, 522, 7659, 523, 525, 526, 527, 528, 529, 530, 531, 709, 532, 649, 650, 651, 4472, 4386, 653, 722, 723, 724, 725, 726, 727, 728, 729, 730, 5160, 5155, 4806, 5156, 7552, 924, 925, 927, 938]"
29A,29A_15,2,"[950, 915, 916, 917, 918, 919, 7551, 4800, 5157, 5154, 4804, 738, 739, 740, 741, 742, 743, 744, 745, 600, 654, 655, 656, 657, 658, 659, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 675, 620, 621, 291]"
