LINEID,ROUTEID,DIRECTION,sequence
40D,40D_101,1,"[6004, 7, 11, 14, 15, 834, 835, 836, 837, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1538, 4548, 1514, 980, 981, 1576, 1577, 1578, 4364, 1579, 1580, 7237, 7241, 7247, 7243, 7126, 7124, 7343, 7318, 4978, 4979, 4986, 7107, 7102, 7103, 7104, 7105, 7106, 6005, 7072]"
40D,40D_102,1,"[6004, 7, 11, 14, 15, 834, 835, 836, 837, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1538, 4548, 1514, 980, 981, 1576, 1577, 1578, 4364, 1579, 1580, 7237, 7241, 7247, 7243, 7126, 7124, 7343, 4978, 4979, 4986, 7107, 7102, 7103, 7104, 7105, 7106, 6005, 7072]"
40D,40D_103,2,"[7073, 7097, 7098, 7099, 7100, 7101, 7505, 5071, 5072, 4321, 7342, 7125, 7344, 2510, 7242, 7238, 7224, 1581, 1582, 4793, 6068, 1584, 983, 984, 985, 1529, 4542, 1531, 1532, 1533, 1534, 1535, 1536, 1537, 186, 838, 839, 840, 841, 49, 51, 52, 4725, 6071]"
40D,40D_104,2,"[7073, 7097, 7098, 7099, 7100, 7101, 5071, 5072, 7342, 7125, 7344, 2510, 7242, 7238, 7224, 1581, 1582, 4793, 6068, 1584, 983, 984, 985, 1529, 4542, 1531, 1532, 1533, 1534, 1535, 1536, 1537, 186, 838, 839, 840, 841, 49, 51, 52, 4725, 6071]"
40D,40D_105,1,"[6004, 7, 11, 14, 15, 834, 835, 836, 837, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1538, 4548, 1514, 980, 981, 1576, 1577, 1578, 4364, 1579, 1580, 7237, 7241, 7247, 7243, 7126, 7124, 7343, 4978, 4979, 4986, 7107, 7102, 7103, 7104, 7105, 7106, 6005, 7559]"
40D,40D_106,2,"[7560, 7073, 7097, 7098, 7099, 7100, 7101, 5071, 5072, 7342, 7125, 7344, 2510, 7242, 7238, 7224, 1581, 1582, 4793, 6068, 1584, 983, 984, 985, 1529, 4542, 1531, 1532, 1533, 1534, 1535, 1536, 1537, 186, 838, 839, 840, 841, 49, 51, 52, 4725, 6071]"
