LINEID,ROUTEID,DIRECTION,sequence
40E,40E_90,1,"[7672, 826, 827, 71, 72, 5144, 7009, 1604, 1573, 1574, 1575, 4583, 1576, 1577, 1578, 4364, 1579, 7673, 7674, 7675, 7676, 7677, 7560, 4986, 7107, 7102, 7103, 7104, 7105, 7106, 6005, 7072]"
40E,40E_91,2,"[7073, 7097, 7098, 7099, 7100, 7101, 7505, 7678, 7559, 7679, 7680, 7681, 7682, 7683, 1582, 4793, 6068, 1584, 1585, 1586, 1600, 7010, 5147, 68, 30, 69, 7686]"
