LINEID,ROUTEID,DIRECTION,sequence
77X,77X_61,2,"[4713, 4714, 4960, 4932, 4933, 2590, 2591, 2592, 2357, 2566, 2568, 2567, 2568, 2569, 2569, 2570, 2570, 7222, 7222, 6170, 6170, 5023, 5024, 5023, 5161, 5024, 5162, 5161, 4880, 5162, 2606, 4880, 2607, 2606, 2608, 2607, 2609, 2608, 2610, 2609, 2554, 2610, 2425, 2554, 2426, 2425, 2426, 2427, 2428, 2427, 2428, 2429, 2430, 2429, 2430, 2371, 2372, 2371, 2373, 2372, 2373, 1424, 1424, 2190, 4434, 2190, 4434, 2379, 2380, 2379, 2382, 2380, 2382, 5099, 5099, 2383, 2002, 2383, 2002, 1358, 5192, 1358, 5192, 350, 350, 2809, 2809, 2810, 2810, 750, 751, 750, 752, 751, 752, 753, 754, 753, 754, 755, 755, 756, 756, 757, 758, 757, 758, 759, 760, 759, 760, 761, 761, 762, 762, 763, 763, 4952, 4952]"
77X,77X_62,2,"[4713, 4714, 4960, 4932, 4933, 2590, 2591, 2592, 2357, 2566, 2567, 2568, 2569, 2570, 7222, 6170, 5023, 5024, 5161, 5162, 4880, 2606, 2607, 2608, 2609, 2610, 2554, 2425, 2426, 2427, 2428, 2429, 2430, 2371, 2372, 2373, 1424, 2190, 4434, 2379, 2380, 2382, 5099, 2383, 2002, 1358, 5192, 350, 2809, 2810, 750, 751, 752, 753, 754, 755, 756, 757, 758, 759, 760, 761, 762, 763, 4952]"
