LINEID,ROUTEID,DIRECTION,sequence
69X,69X_59,1,"[4495, 4720, 1443, 1444, 1445, 1447, 2637, 1956, 2109, 3427, 3428, 3429, 3432, 3434, 3435, 3453, 3437, 3440, 3441, 4560, 5126]"
69X,69X_60,2,"[4564, 3444, 3447, 3454, 3455, 5022, 3461, 4537, 2176, 1982, 7435, 4413, 1480, 1358, 7665]"
