LINEID,ROUTEID,DIRECTION,sequence
51X,51X_63,2,"[7433, 4677, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2145, 4670, 3420, 3421, 3422, 3423, 4409, 1972, 1973, 1974, 1975, 1982, 2642, 7435, 4413, 7453, 1478, 1479, 315, 336, 404, 747, 748, 749, 750, 751, 752, 753, 754, 755, 756, 757, 758, 759, 760, 761, 762, 763, 4953]"
51X,51X_64,2,"[7433, 4677, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2145, 4670, 3420, 3421, 3422, 3423, 4409, 1972, 1973, 1974, 1975, 1982, 2642, 7435, 4413, 7453, 1478, 1479, 315, 4495, 2809, 2810, 749, 750, 751, 752, 753, 754, 755, 756, 757, 758, 759, 760, 761, 762, 763, 4953]"
