LINEID,ROUTEID,DIRECTION,sequence
25B,25B_271,2,"[6290, 7120, 7119, 7127, 7143, 3368, 7137, 7139, 4623, 4619, 4561, 4629, 4630, 4631, 4632, 5164, 4633, 2234, 2235, 2236, 2237, 2238, 5056, 2239, 2241, 2242, 7626, 7435, 2722, 4413, 1476, 7453, 1478, 1479, 315, 347, 406, 4530, 748, 7390]"
25B,25B_274,1,"[7391, 493, 494, 495, 400, 7588, 7392, 312, 1444, 1445, 4407, 2637, 2721, 7012, 2201, 7239, 4401, 2213, 2214, 2215, 2216, 4599, 4601, 5058, 4602, 4603, 4604, 4605, 4562, 7386, 4607, 7140, 7141, 7138, 3370, 7231, 7128, 7117, 7118, 6289]"
25B,25B_276,2,"[4619, 4561, 4629, 4630, 4631, 4632, 5164, 4633, 2234, 2235, 2236, 2237, 2238, 5056, 2239, 2241, 2242, 7435, 2722, 4413, 1476, 7453, 1478, 1479, 315, 406, 4530, 748, 7390]"
