LINEID,ROUTEID,DIRECTION,sequence
44B,44B_60,1,"[2825, 2826, 2827, 2828, 2829, 2830, 2831, 2832, 2833, 6006, 3493, 3494, 3495, 3496, 3497, 3498, 3499, 3500, 3501, 3502, 3503, 3504, 3505, 3506, 3507, 3508, 3510, 3512, 3514]"
44B,44B_61,2,"[3514, 3515, 3516, 3517, 3518, 3519, 3521, 3523, 3524, 3525, 3527, 3528, 3529, 3532, 3533, 3491, 6007, 2836, 2837, 2838, 2839, 2840, 2841, 2865, 2866, 2825]"
