LINEID,ROUTEID,DIRECTION,sequence
46E,46E_93,2,"[3085, 3034, 3114, 4353, 4355, 4354, 3196, 3345, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 320, 7491, 278, 2, 4726, 7555, 4962]"
46E,46E_94,2,"[3085, 3034, 3114, 4353, 4355, 4354, 3196, 3345, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 320, 7491, 278, 2, 4726, 7555, 4962]"
