LINEID,ROUTEID,DIRECTION,sequence
145,145_102,1,"[4320, 1476, 7453, 1478, 1479, 7622, 334, 406, 747, 842, 845, 846, 847, 848, 2795, 756, 757, 758, 759, 760, 761, 762, 763, 2007, 2008, 2009, 2010, 435, 7353, 4571, 2013, 2014, 4636, 2016, 2015, 2017, 3259, 7361, 7362, 3129, 7638, 3130, 3131, 3132, 3133, 3134, 3135, 3136, 3138, 3139, 4124, 4125, 4126, 4127, 4128, 4129, 4130, 4131, 7294, 4132, 4171, 4172, 4173, 2962, 2963, 2964, 4175, 5091, 5092, 7574]"
145,145_104,1,"[760, 761, 762, 763, 2007, 2008, 2009, 2010, 435, 7353, 4571, 2013, 2014, 4636, 2016, 2015, 2017, 3259, 7361, 7362, 3129, 7638, 3130, 3131, 3132, 3133, 3134, 3135, 3136, 3138, 3139, 4124, 4125, 4126, 4127, 4128, 4129, 4130, 4131, 7294, 4132, 4171, 4172, 4173, 2962, 2963, 2964, 4175, 5091, 5092, 7574]"
145,145_105,2,"[7574, 4177, 4178, 4179, 2993, 2994, 4180, 4181, 4182, 4151, 2997, 4153, 4154, 4416, 4201, 4202, 4203, 5090, 4204, 4205, 4206, 3140, 3141, 3142, 3143, 3144, 3145, 3146, 3147, 3148, 5127, 5128, 2996, 3258, 2060, 2061, 2062, 2063, 2064, 2065, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 4529, 7586, 7587, 345, 7588, 325, 1443, 1444, 1445, 4407, 4320]"
145,145_106,2,"[7574, 4177, 4178, 4179, 2993, 2994, 4180, 4181, 4182, 4151, 2997, 4153, 4154, 4416, 4201, 4202, 4203, 5090, 4204, 4205, 4206, 3140, 3141, 3142, 3143, 3144, 3145, 3146, 3147, 3148, 5127, 5128, 2996, 3258, 2060, 2061, 2062, 2063, 2064, 2065, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 4529, 7586, 7587, 345, 7588, 325]"
145,145_107,1,"[334, 406, 747, 842, 845, 846, 847, 848, 2795, 756, 757, 758, 759, 760, 761, 762, 763, 2007, 2008, 2009, 2010, 435, 7353, 4571, 2013, 2014, 4636, 2016, 2015, 2017, 3259, 7361, 7362, 3129, 7638, 3130, 3131, 3132, 3133, 3134, 3135, 3136, 3138, 3139, 4124, 4125, 4126, 4127, 4128, 4129, 4130, 4131, 7294, 4132, 4171, 4172, 4173, 2962, 2963, 2964, 4175, 5091, 5092, 7574]"
145,145_108,2,"[3143, 3144, 3145, 3146, 3147, 3148, 5127, 5128, 2996, 3258, 2060, 2061, 2062, 2063, 2064, 2065, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 7586, 7587, 7588, 345, 325, 1443, 1444, 1445, 4407, 4320]"
145,145_86,2,"[768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 4529, 7586, 7587, 7588, 345, 325, 1443, 1444, 1445, 4407, 4320]"
145,145_87,2,"[773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 4529, 7586, 7587, 345, 7588, 325, 1443, 1444, 1445, 4407, 4320]"
145,145_88,2,"[4151, 2997, 4153, 4154, 4416, 4201, 4202, 4203, 5090, 4204, 4205, 4206, 3140, 3141, 3142, 3143, 3144, 3145, 3146, 3147, 3148, 5127, 5128, 2996, 3258, 2060, 2061, 2062, 2063, 2064, 2065, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 4529, 7586, 7587, 345, 7588, 325, 1443, 1444, 1445, 4407, 4320]"
145,145_89,2,"[2060, 2061, 2062, 2063, 2064, 2065, 4727, 4728, 461, 2068, 2069, 2070, 2084, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 906, 907, 908, 909, 786, 792, 7586, 7587, 7588, 345, 325, 1443, 1444, 1445, 4407, 4320]"
