LINEID,ROUTEID,DIRECTION,sequence
39X,39X_1,1,"[7333, 783, 785, 786, 793, 7586, 7587, 328, 1443, 1647, 1649, 1911, 1805, 1662, 1666, 1808, 7475, 6107, 6109, 6110, 7029, 7038, 7011, 7160, 7047, 7161, 7162]"
39X,39X_2,2,"[7158, 7048, 7159, 7017, 7018, 7030, 6111, 6112, 6113, 4323, 1845, 1696, 1700, 1906, 1909, 1713, 1715, 1478, 315, 335, 404, 748, 749, 751, 752, 7339]"
39X,39X_3,2,"[7158, 7048, 7159, 7017, 7018, 7030, 6111, 6112, 6113, 4323, 1845, 1696, 1700, 1906, 1909, 1713, 1715, 1478, 315, 4495, 2809, 2810, 749, 751, 752, 7339]"
