LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
66X,66X_94,5114,1,61200,1
66X,66X_94,3918,1,61200,1
66X,66X_94,5113,1,61200,1
66X,66X_94,3966,1,61200,1
66X,66X_94,3968,1,61200,1
66X,66X_94,3965,1,61200,1
66X,66X_94,3964,1,61200,1
66X,66X_94,6158,1,61200,1
66X,66X_94,6157,1,61200,1
66X,66X_94,6165,1,61200,1
66X,66X_94,6156,1,61200,1
66X,66X_94,3960,1,61200,1
66X,66X_94,3959,1,61200,1
66X,66X_94,3955,1,61200,1
66X,66X_94,3954,1,61200,1
66X,66X_94,7187,1,61200,1
66X,66X_94,7185,1,61200,1
66X,66X_94,7050,1,61200,1
66X,66X_94,2215,1,61200,1
66X,66X_94,2214,1,61200,1
66X,66X_94,2213,1,61200,1
66X,66X_94,4401,1,61200,1
66X,66X_94,7012,1,61200,1
66X,66X_94,2721,1,61200,1
66X,66X_94,2637,1,61200,1
66X,66X_94,1447,1,61200,1
66X,66X_94,1445,1,61200,1
66X,66X_94,1444,1,61200,1
66X,66X_94,312,1,61200,1
66X,66X_94,318,1,61200,1
66X,66X_94,3956,1,61200,1
66X,66X_94,7184,1,61200,1
66X,66X_94,2201,1,61200,1
66X,66X_94,3958,1,61200,1
66X,66X_94,3957,1,61200,1
66X,66X_94,7186,1,61200,1
66X,66X_94,5114,1,62400,1
66X,66X_94,3918,1,62400,1
66X,66X_94,3966,1,62400,1
66X,66X_94,3968,1,62400,1
66X,66X_94,3965,1,62400,1
66X,66X_94,3964,1,62400,1
66X,66X_94,6157,1,62400,1
66X,66X_94,6165,1,62400,1
66X,66X_94,6156,1,62400,1
66X,66X_94,3959,1,62400,1
66X,66X_94,3957,1,62400,1
66X,66X_94,3956,1,62400,1
66X,66X_94,3955,1,62400,1
66X,66X_94,3954,1,62400,1
66X,66X_94,7187,1,62400,1
66X,66X_94,7186,1,62400,1
66X,66X_94,7185,1,62400,1
66X,66X_94,7050,1,62400,1
66X,66X_94,7184,1,62400,1
66X,66X_94,2215,1,62400,1
66X,66X_94,2213,1,62400,1
66X,66X_94,4401,1,62400,1
66X,66X_94,2201,1,62400,1
66X,66X_94,2721,1,62400,1
66X,66X_94,1447,1,62400,1
66X,66X_94,1445,1,62400,1
66X,66X_94,1444,1,62400,1
66X,66X_94,318,1,62400,1
66X,66X_94,7012,1,62400,1
66X,66X_94,3960,1,62400,1
66X,66X_94,312,1,62400,1
66X,66X_94,5113,1,62400,1
66X,66X_94,6158,1,62400,1
66X,66X_94,3958,1,62400,1
66X,66X_94,2214,1,62400,1
66X,66X_94,2637,1,62400,1
66X,66X_96,4952,2,26400,1
66X,66X_96,760,2,26400,1
66X,66X_96,756,2,26400,1
66X,66X_96,752,2,26400,1
66X,66X_96,751,2,26400,1
66X,66X_96,750,2,26400,1
66X,66X_96,749,2,26400,1
66X,66X_96,747,2,26400,1
66X,66X_96,336,2,26400,1
66X,66X_96,1476,2,26400,1
66X,66X_96,2722,2,26400,1
66X,66X_96,7435,2,26400,1
66X,66X_96,2242,2,26400,1
66X,66X_96,2236,2,26400,1
66X,66X_96,7193,2,26400,1
66X,66X_96,4000,2,26400,1
66X,66X_96,3998,2,26400,1
