LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
69X,69X_60,7665,2,27000,1
69X,69X_60,1480,2,27000,1
69X,69X_60,4413,2,27000,1
69X,69X_60,7435,2,27000,1
69X,69X_60,1982,2,27000,1
69X,69X_60,2176,2,27000,1
69X,69X_60,3461,2,27000,1
69X,69X_60,5022,2,27000,1
69X,69X_60,3455,2,27000,1
69X,69X_60,3454,2,27000,1
69X,69X_60,3444,2,27000,1
69X,69X_60,4564,2,27000,1
69X,69X_60,4537,2,27000,1
69X,69X_60,1358,2,27000,1
69X,69X_60,3447,2,27000,1
69X,69X_59,5126,1,63900,1
69X,69X_59,4560,1,63900,1
69X,69X_59,3441,1,63900,1
69X,69X_59,3440,1,63900,1
69X,69X_59,3437,1,63900,1
69X,69X_59,3435,1,63900,1
69X,69X_59,3434,1,63900,1
69X,69X_59,3428,1,63900,1
69X,69X_59,3427,1,63900,1
69X,69X_59,2109,1,63900,1
69X,69X_59,1956,1,63900,1
69X,69X_59,2637,1,63900,1
69X,69X_59,1447,1,63900,1
69X,69X_59,1445,1,63900,1
69X,69X_59,1444,1,63900,1
69X,69X_59,1443,1,63900,1
69X,69X_59,4495,1,63900,1
69X,69X_59,3432,1,63900,1
69X,69X_59,3453,1,63900,1
69X,69X_59,3429,1,63900,1
69X,69X_59,4720,1,63900,1
69X,69X_59,4495,1,63900,2
69X,69X_59,4720,1,63900,2
69X,69X_59,1443,1,63900,2
69X,69X_59,1444,1,63900,2
69X,69X_59,1445,1,63900,2
69X,69X_59,1447,1,63900,2
69X,69X_59,2637,1,63900,2
69X,69X_59,2109,1,63900,2
69X,69X_59,3427,1,63900,2
69X,69X_59,3428,1,63900,2
69X,69X_59,3434,1,63900,2
69X,69X_59,3435,1,63900,2
69X,69X_59,3453,1,63900,2
69X,69X_59,3437,1,63900,2
69X,69X_59,3440,1,63900,2
69X,69X_59,3441,1,63900,2
69X,69X_59,4560,1,63900,2
69X,69X_59,5126,1,63900,2
69X,69X_59,3432,1,63900,2
69X,69X_59,3429,1,63900,2
69X,69X_59,1956,1,63900,2
69X,69X_60,3444,2,27000,2
69X,69X_60,3447,2,27000,2
69X,69X_60,3454,2,27000,2
69X,69X_60,3455,2,27000,2
