LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
41A,41A_22,4921,2,27600,1
41A,41A_22,4909,2,27600,1
41A,41A_22,4908,2,27600,1
41A,41A_22,4907,2,27600,1
41A,41A_22,4906,2,27600,1
41A,41A_22,4905,2,27600,1
41A,41A_22,288,2,27600,1
41A,41A_22,277,2,27600,1
41A,41A_22,51,2,27600,1
41A,41A_22,48,2,27600,1
41A,41A_22,47,2,27600,1
41A,41A_22,7603,2,27600,1
41A,41A_22,119,2,27600,1
41A,41A_22,4432,2,27600,1
41A,41A_22,214,2,27600,1
41A,41A_22,213,2,27600,1
41A,41A_22,1642,2,27600,1
41A,41A_22,1641,2,27600,1
41A,41A_22,1640,2,27600,1
41A,41A_22,1639,2,27600,1
41A,41A_22,1638,2,27600,1
41A,41A_22,1637,2,27600,1
41A,41A_22,1635,2,27600,1
41A,41A_22,1634,2,27600,1
41A,41A_22,1633,2,27600,1
41A,41A_22,5053,2,27600,1
41A,41A_22,1632,2,27600,1
41A,41A_22,3885,2,27600,1
41A,41A_22,3698,2,27600,1
41A,41A_22,3697,2,27600,1
41A,41A_22,3696,2,27600,1
41A,41A_22,3695,2,27600,1
41A,41A_22,3694,2,27600,1
41A,41A_22,5079,2,27600,1
41A,41A_22,3690,2,27600,1
41A,41A_22,7594,2,27600,1
41A,41A_22,3689,2,27600,1
41A,41A_22,3751,2,27600,1
41A,41A_22,4924,2,27600,1
41A,41A_22,4923,2,27600,1
41A,41A_22,4922,2,27600,1
41A,41A_22,44,2,27600,1
41A,41A_22,3699,2,27600,1
41A,41A_22,45,2,27600,1
41A,41A_22,1636,2,27600,1
41A,41A_22,3752,2,27600,1
41A,41A_22,46,2,27600,1
41A,41A_22,4958,2,27600,1
41A,41A_22,49,2,27600,1
41A,41A_22,52,2,27600,1
41A,41A_22,231,2,27600,1
41A,41A_22,1631,2,27600,1
41A,41A_22,6117,2,27600,1
41A,41A_22,4843,2,27600,1
41A,41A_22,1631,2,24900,1
41A,41A_22,3699,2,24900,1
41A,41A_22,3698,2,24900,1
41A,41A_22,3697,2,24900,1
41A,41A_22,3696,2,24900,1
41A,41A_22,3695,2,24900,1
41A,41A_22,3694,2,24900,1
41A,41A_22,5079,2,24900,1
41A,41A_22,6117,2,24900,1
41A,41A_22,7594,2,24900,1
41A,41A_22,3689,2,24900,1
41A,41A_22,3751,2,24900,1
41A,41A_22,3752,2,24900,1
41A,41A_22,4958,2,24900,1
41A,41A_22,4924,2,24900,1
41A,41A_22,4923,2,24900,1
41A,41A_22,4922,2,24900,1
41A,41A_22,4921,2,24900,1
41A,41A_22,4908,2,24900,1
41A,41A_22,4907,2,24900,1
41A,41A_22,4843,2,24900,1
41A,41A_22,277,2,24900,1
41A,41A_22,52,2,24900,1
41A,41A_22,51,2,24900,1
41A,41A_22,49,2,24900,1
41A,41A_22,47,2,24900,1
41A,41A_22,46,2,24900,1
41A,41A_22,45,2,24900,1
41A,41A_22,44,2,24900,1
41A,41A_22,119,2,24900,1
41A,41A_22,4432,2,24900,1
41A,41A_22,214,2,24900,1
41A,41A_22,213,2,24900,1
41A,41A_22,1642,2,24900,1
41A,41A_22,1641,2,24900,1
41A,41A_22,231,2,24900,1
41A,41A_22,1640,2,24900,1
41A,41A_22,1637,2,24900,1
41A,41A_22,1636,2,24900,1
41A,41A_22,1634,2,24900,1
41A,41A_22,1633,2,24900,1
41A,41A_22,5053,2,24900,1
41A,41A_22,1632,2,24900,1
41A,41A_22,1639,2,24900,1
41A,41A_22,288,2,24900,1
41A,41A_22,48,2,24900,1
41A,41A_22,1635,2,24900,1
41A,41A_22,4905,2,24900,1
41A,41A_22,4906,2,24900,1
41A,41A_22,7603,2,24900,1
41A,41A_22,1638,2,24900,1
41A,41A_22,3885,2,24900,1
41A,41A_22,3690,2,24900,1
41A,41A_22,4909,2,24900,1
41A,41A_22,4843,2,24900,2
41A,41A_22,4905,2,24900,2
41A,41A_22,4906,2,24900,2
41A,41A_22,4908,2,24900,2
41A,41A_22,4909,2,24900,2
41A,41A_22,4922,2,24900,2
41A,41A_22,4923,2,24900,2
41A,41A_22,4924,2,24900,2
41A,41A_22,3752,2,24900,2
41A,41A_22,3751,2,24900,2
41A,41A_22,3689,2,24900,2
41A,41A_22,3690,2,24900,2
41A,41A_22,6117,2,24900,2
41A,41A_22,5079,2,24900,2
41A,41A_22,3695,2,24900,2
41A,41A_22,3697,2,24900,2
41A,41A_22,3698,2,24900,2
41A,41A_22,3699,2,24900,2
41A,41A_22,1631,2,24900,2
41A,41A_22,1632,2,24900,2
41A,41A_22,1633,2,24900,2
41A,41A_22,1634,2,24900,2
41A,41A_22,1635,2,24900,2
41A,41A_22,1636,2,24900,2
41A,41A_22,1638,2,24900,2
41A,41A_22,1639,2,24900,2
41A,41A_22,1640,2,24900,2
41A,41A_22,231,2,24900,2
41A,41A_22,1641,2,24900,2
41A,41A_22,1642,2,24900,2
41A,41A_22,213,2,24900,2
41A,41A_22,4432,2,24900,2
41A,41A_22,119,2,24900,2
41A,41A_22,44,2,24900,2
41A,41A_22,7603,2,24900,2
41A,41A_22,45,2,24900,2
41A,41A_22,46,2,24900,2
41A,41A_22,48,2,24900,2
41A,41A_22,49,2,24900,2
41A,41A_22,51,2,24900,2
41A,41A_22,288,2,24900,2
41A,41A_22,4921,2,24900,2
41A,41A_22,3694,2,24900,2
41A,41A_22,214,2,24900,2
41A,41A_22,277,2,24900,2
41A,41A_22,1637,2,24900,2
41A,41A_22,47,2,24900,2
41A,41A_22,4958,2,24900,2
41A,41A_22,5053,2,24900,2
41A,41A_22,52,2,24900,2
41A,41A_22,4907,2,24900,2
41A,41A_22,7594,2,24900,2
41A,41A_22,3696,2,24900,2
41A,41A_22,3885,2,24900,2
41A,41A_22,4905,2,27600,2
41A,41A_22,4906,2,27600,2
41A,41A_22,4907,2,27600,2
41A,41A_22,4908,2,27600,2
41A,41A_22,4921,2,27600,2
41A,41A_22,4922,2,27600,2
41A,41A_22,4924,2,27600,2
41A,41A_22,4958,2,27600,2
41A,41A_22,3752,2,27600,2
41A,41A_22,3751,2,27600,2
41A,41A_22,3689,2,27600,2
41A,41A_22,7594,2,27600,2
41A,41A_22,3690,2,27600,2
41A,41A_22,5079,2,27600,2
41A,41A_22,3694,2,27600,2
41A,41A_22,3695,2,27600,2
41A,41A_22,3696,2,27600,2
41A,41A_22,3697,2,27600,2
41A,41A_22,3698,2,27600,2
41A,41A_22,3699,2,27600,2
41A,41A_22,3885,2,27600,2
41A,41A_22,1631,2,27600,2
41A,41A_22,1632,2,27600,2
41A,41A_22,5053,2,27600,2
41A,41A_22,1634,2,27600,2
41A,41A_22,1635,2,27600,2
41A,41A_22,1637,2,27600,2
41A,41A_22,1639,2,27600,2
41A,41A_22,1640,2,27600,2
41A,41A_22,231,2,27600,2
41A,41A_22,1641,2,27600,2
41A,41A_22,213,2,27600,2
41A,41A_22,214,2,27600,2
41A,41A_22,4432,2,27600,2
41A,41A_22,119,2,27600,2
41A,41A_22,44,2,27600,2
41A,41A_22,45,2,27600,2
41A,41A_22,46,2,27600,2
41A,41A_22,47,2,27600,2
41A,41A_22,48,2,27600,2
41A,41A_22,49,2,27600,2
41A,41A_22,51,2,27600,2
41A,41A_22,52,2,27600,2
41A,41A_22,288,2,27600,2
41A,41A_22,1633,2,27600,2
41A,41A_22,277,2,27600,2
41A,41A_22,1636,2,27600,2
41A,41A_22,4909,2,27600,2
41A,41A_22,6117,2,27600,2
41A,41A_22,4843,2,27600,2
41A,41A_22,1638,2,27600,2
41A,41A_22,1642,2,27600,2
41A,41A_22,7603,2,27600,2
41A,41A_22,4923,2,27600,2
41A,41A_22,4843,2,24900,3
41A,41A_22,4905,2,24900,3
41A,41A_22,4906,2,24900,3
41A,41A_22,4907,2,24900,3
