LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
114,114_6,6199,2,33000,1
114,114_6,6198,2,33000,1
114,114_6,6197,2,33000,1
114,114_6,3494,2,33000,1
114,114_6,6006,2,33000,1
114,114_6,2833,2,33000,1
114,114_6,5143,2,33000,1
114,114_6,4350,2,33000,1
114,114_6,4457,2,33000,1
114,114_6,448,2,33000,1
114,114_6,4984,2,33000,1
114,114_6,3179,2,33000,1
114,114_6,3178,2,33000,1
114,114_6,3177,2,33000,1
114,114_6,3176,2,33000,1
114,114_6,3174,2,33000,1
114,114_6,3173,2,33000,1
114,114_6,3171,2,33000,1
114,114_6,3169,2,33000,1
114,114_6,3168,2,33000,1
114,114_6,3167,2,33000,1
114,114_6,3165,2,33000,1
114,114_6,3082,2,33000,1
114,114_6,3182,2,33000,1
114,114_6,3183,2,33000,1
114,114_6,3175,2,33000,1
114,114_6,3493,2,33000,1
114,114_6,3166,2,33000,1
114,114_5,3201,1,25800,1
114,114_5,3085,1,25800,1
114,114_5,3200,1,25800,1
114,114_5,3198,1,25800,1
114,114_5,3196,1,25800,1
114,114_5,3195,1,25800,1
114,114_5,3194,1,25800,1
114,114_5,3191,1,25800,1
114,114_5,3190,1,25800,1
114,114_5,3188,1,25800,1
114,114_5,3187,1,25800,1
114,114_5,5142,1,25800,1
114,114_5,449,1,25800,1
114,114_5,3184,1,25800,1
114,114_5,4349,1,25800,1
114,114_5,6007,1,25800,1
114,114_5,3491,1,25800,1
114,114_5,3533,1,25800,1
114,114_5,3532,1,25800,1
114,114_5,6196,1,25800,1
114,114_5,6201,1,25800,1
114,114_5,6200,1,25800,1
114,114_5,3189,1,25800,1
114,114_5,3181,1,25800,1
114,114_5,3192,1,25800,1
114,114_5,3199,1,25800,1
114,114_5,3193,1,25800,1
114,114_5,450,1,25800,1
114,114_5,3085,1,56400,1
114,114_5,3201,1,56400,1
114,114_5,3200,1,56400,1
114,114_5,3199,1,56400,1
114,114_5,3198,1,56400,1
114,114_5,3196,1,56400,1
114,114_5,3194,1,56400,1
114,114_5,3193,1,56400,1
114,114_5,3191,1,56400,1
114,114_5,3190,1,56400,1
114,114_5,3189,1,56400,1
114,114_5,3188,1,56400,1
114,114_5,5142,1,56400,1
114,114_5,3181,1,56400,1
114,114_5,450,1,56400,1
114,114_5,449,1,56400,1
114,114_5,3184,1,56400,1
114,114_5,4349,1,56400,1
114,114_5,6007,1,56400,1
114,114_5,3491,1,56400,1
114,114_5,3533,1,56400,1
114,114_5,6201,1,56400,1
114,114_5,6200,1,56400,1
114,114_5,3192,1,56400,1
114,114_5,3532,1,56400,1
114,114_5,3195,1,56400,1
114,114_5,3187,1,56400,1
114,114_5,6196,1,56400,1
114,114_5,3085,1,66600,1
114,114_5,3201,1,66600,1
114,114_5,3199,1,66600,1
114,114_5,3198,1,66600,1
114,114_5,3196,1,66600,1
114,114_5,3195,1,66600,1
114,114_5,3194,1,66600,1
114,114_5,3193,1,66600,1
114,114_5,3191,1,66600,1
114,114_5,3189,1,66600,1
114,114_5,3187,1,66600,1
114,114_5,5142,1,66600,1
114,114_5,450,1,66600,1
114,114_5,449,1,66600,1
114,114_5,4349,1,66600,1
114,114_5,6007,1,66600,1
114,114_5,3491,1,66600,1
114,114_5,3533,1,66600,1
114,114_5,3532,1,66600,1
114,114_5,6196,1,66600,1
114,114_5,6200,1,66600,1
114,114_5,3192,1,66600,1
114,114_5,3200,1,66600,1
114,114_5,3184,1,66600,1
114,114_5,6201,1,66600,1
114,114_5,3190,1,66600,1
114,114_5,3188,1,66600,1
114,114_5,3181,1,66600,1
114,114_5,3085,1,54600,1
114,114_5,3201,1,54600,1
114,114_5,3199,1,54600,1
114,114_5,3196,1,54600,1
114,114_5,3195,1,54600,1
114,114_5,3194,1,54600,1
114,114_5,3193,1,54600,1
114,114_5,3191,1,54600,1
114,114_5,3190,1,54600,1
114,114_5,3189,1,54600,1
114,114_5,3188,1,54600,1
114,114_5,3187,1,54600,1
114,114_5,5142,1,54600,1
114,114_5,3181,1,54600,1
114,114_5,450,1,54600,1
114,114_5,3184,1,54600,1
114,114_5,6007,1,54600,1
114,114_5,3533,1,54600,1
114,114_5,6196,1,54600,1
114,114_5,6201,1,54600,1
114,114_5,3192,1,54600,1
114,114_5,3491,1,54600,1
114,114_5,3532,1,54600,1
114,114_5,3200,1,54600,1
114,114_5,3198,1,54600,1
114,114_5,449,1,54600,1
114,114_5,4349,1,54600,1
114,114_5,6200,1,54600,1
114,114_5,3085,1,63000,1
114,114_5,3201,1,63000,1
114,114_5,3200,1,63000,1
114,114_5,3199,1,63000,1
114,114_5,3198,1,63000,1
114,114_5,3196,1,63000,1
114,114_5,3194,1,63000,1
114,114_5,3193,1,63000,1
114,114_5,3192,1,63000,1
114,114_5,3191,1,63000,1
114,114_5,3190,1,63000,1
114,114_5,3189,1,63000,1
114,114_5,5142,1,63000,1
114,114_5,3181,1,63000,1
114,114_5,450,1,63000,1
114,114_5,449,1,63000,1
114,114_5,3184,1,63000,1
114,114_5,4349,1,63000,1
114,114_5,6007,1,63000,1
114,114_5,3491,1,63000,1
114,114_5,3533,1,63000,1
114,114_5,3532,1,63000,1
114,114_5,6196,1,63000,1
114,114_5,6201,1,63000,1
114,114_5,6200,1,63000,1
114,114_5,3195,1,63000,1
114,114_5,3187,1,63000,1
114,114_5,3188,1,63000,1
114,114_5,3201,1,59700,1
114,114_5,3200,1,59700,1
114,114_5,3199,1,59700,1
114,114_5,3198,1,59700,1
114,114_5,3196,1,59700,1
114,114_5,3194,1,59700,1
114,114_5,3192,1,59700,1
114,114_5,3191,1,59700,1
114,114_5,3190,1,59700,1
114,114_5,3189,1,59700,1
114,114_5,3188,1,59700,1
114,114_5,3187,1,59700,1
114,114_5,5142,1,59700,1
114,114_5,3181,1,59700,1
114,114_5,450,1,59700,1
114,114_5,449,1,59700,1
114,114_5,3184,1,59700,1
114,114_5,4349,1,59700,1
114,114_5,6007,1,59700,1
114,114_5,3533,1,59700,1
114,114_5,3532,1,59700,1
114,114_5,6196,1,59700,1
114,114_5,6201,1,59700,1
114,114_5,6200,1,59700,1
114,114_5,3195,1,59700,1
114,114_5,3193,1,59700,1
114,114_5,3491,1,59700,1
114,114_6,6199,2,75600,1
114,114_6,6198,2,75600,1
114,114_6,6197,2,75600,1
114,114_6,3494,2,75600,1
114,114_6,3493,2,75600,1
114,114_6,6006,2,75600,1
114,114_6,2833,2,75600,1
114,114_6,5143,2,75600,1
114,114_6,3183,2,75600,1
114,114_6,3182,2,75600,1
114,114_6,4457,2,75600,1
114,114_6,448,2,75600,1
114,114_6,4984,2,75600,1
114,114_6,3179,2,75600,1
114,114_6,3178,2,75600,1
114,114_6,3177,2,75600,1
114,114_6,3176,2,75600,1
114,114_6,3174,2,75600,1
114,114_6,3173,2,75600,1
114,114_6,3171,2,75600,1
114,114_6,3169,2,75600,1
114,114_6,3168,2,75600,1
114,114_6,3167,2,75600,1
114,114_6,3166,2,75600,1
114,114_6,3165,2,75600,1
114,114_6,3082,2,75600,1
114,114_6,4350,2,75600,1
114,114_6,3175,2,75600,1
114,114_6,3085,2,75600,1
114,114_6,6199,2,52200,1
114,114_6,6198,2,52200,1
114,114_6,6197,2,52200,1
114,114_6,3493,2,52200,1
114,114_6,2833,2,52200,1
114,114_6,5143,2,52200,1
114,114_6,4350,2,52200,1
114,114_6,3183,2,52200,1
114,114_6,4457,2,52200,1
114,114_6,448,2,52200,1
114,114_6,4984,2,52200,1
114,114_6,3178,2,52200,1
114,114_6,3176,2,52200,1
114,114_6,3175,2,52200,1
114,114_6,3174,2,52200,1
114,114_6,3173,2,52200,1
114,114_6,3169,2,52200,1
114,114_6,3166,2,52200,1
114,114_6,3165,2,52200,1
114,114_6,3082,2,52200,1
114,114_6,3085,2,52200,1
114,114_6,3168,2,52200,1
114,114_6,6006,2,52200,1
114,114_6,3177,2,52200,1
114,114_6,3179,2,52200,1
114,114_6,3494,2,52200,1
114,114_6,3182,2,52200,1
114,114_6,3171,2,52200,1
114,114_6,3167,2,52200,1
114,114_6,6199,2,49200,1
114,114_6,6198,2,49200,1
114,114_6,6197,2,49200,1
114,114_6,3494,2,49200,1
114,114_6,3493,2,49200,1
114,114_6,6006,2,49200,1
114,114_6,2833,2,49200,1
114,114_6,5143,2,49200,1
114,114_6,4350,2,49200,1
114,114_6,3182,2,49200,1
114,114_6,4457,2,49200,1
114,114_6,448,2,49200,1
114,114_6,4984,2,49200,1
114,114_6,3179,2,49200,1
114,114_6,3178,2,49200,1
114,114_6,3177,2,49200,1
114,114_6,3176,2,49200,1
114,114_6,3175,2,49200,1
114,114_6,3174,2,49200,1
114,114_6,3173,2,49200,1
114,114_6,3171,2,49200,1
