LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
83A,83A_26,2492,2,64200,0
83A,83A_26,319,2,64200,0
83A,83A_26,1616,2,64200,0
83A,83A_26,1617,2,64200,0
83A,83A_26,1618,2,64200,0
83A,83A_26,195,2,64200,0
83A,83A_26,196,2,64200,0
83A,83A_26,197,2,64200,0
83A,83A_26,198,2,64200,0
83A,83A_26,200,2,64200,0
83A,83A_26,201,2,64200,0
83A,83A_26,151,2,64200,0
83A,83A_26,153,2,64200,0
83A,83A_26,154,2,64200,0
83A,83A_26,155,2,64200,0
83A,83A_26,157,2,64200,0
83A,83A_26,158,2,64200,0
83A,83A_26,159,2,64200,0
83A,83A_26,1540,2,64200,0
83A,83A_26,7427,2,64200,0
83A,83A_26,7428,2,64200,0
83A,83A_26,133,2,64200,0
83A,83A_26,134,2,64200,0
83A,83A_26,4369,2,64200,0
83A,83A_26,6219,2,64200,0
83A,83A_26,6229,2,64200,0
83A,83A_26,7131,2,64200,0
83A,83A_26,1443,2,64200,0
83A,83A_26,1619,2,64200,0
83A,83A_26,199,2,64200,0
83A,83A_26,202,2,64200,0
83A,83A_26,156,2,64200,0
83A,83A_26,1539,2,64200,0
83A,83A_26,138,2,64200,0
83A,83A_26,4890,2,64200,0
83A,83A_26,7426,2,64200,0
83A,83A_26,2492,2,49200,0
83A,83A_26,2493,2,49200,0
83A,83A_26,2465,2,49200,0
83A,83A_26,2466,2,49200,0
83A,83A_26,2467,2,49200,0
83A,83A_26,2494,2,49200,0
83A,83A_26,2495,2,49200,0
83A,83A_26,2496,2,49200,0
83A,83A_26,2471,2,49200,0
83A,83A_26,2472,2,49200,0
83A,83A_26,2473,2,49200,0
83A,83A_26,2474,2,49200,0
83A,83A_26,2475,2,49200,0
83A,83A_26,2476,2,49200,0
83A,83A_26,2477,2,49200,0
83A,83A_26,2478,2,49200,0
83A,83A_26,1170,2,49200,0
83A,83A_26,1069,2,49200,0
83A,83A_26,1071,2,49200,0
83A,83A_26,4528,2,49200,0
83A,83A_26,1072,2,49200,0
83A,83A_26,1352,2,49200,0
83A,83A_26,1353,2,49200,0
83A,83A_26,1355,2,49200,0
83A,83A_26,1357,2,49200,0
83A,83A_26,1359,2,49200,0
83A,83A_26,1443,2,49200,0
83A,83A_26,1616,2,49200,0
83A,83A_26,1617,2,49200,0
83A,83A_26,1618,2,49200,0
83A,83A_26,1619,2,49200,0
83A,83A_26,195,2,49200,0
83A,83A_26,196,2,49200,0
83A,83A_26,197,2,49200,0
83A,83A_26,198,2,49200,0
83A,83A_26,199,2,49200,0
83A,83A_26,200,2,49200,0
83A,83A_26,201,2,49200,0
83A,83A_26,202,2,49200,0
83A,83A_26,151,2,49200,0
83A,83A_26,153,2,49200,0
83A,83A_26,154,2,49200,0
83A,83A_26,155,2,49200,0
83A,83A_26,158,2,49200,0
83A,83A_26,159,2,49200,0
83A,83A_26,1539,2,49200,0
83A,83A_26,1540,2,49200,0
83A,83A_26,7426,2,49200,0
83A,83A_26,7427,2,49200,0
83A,83A_26,7428,2,49200,0
83A,83A_26,138,2,49200,0
83A,83A_26,134,2,49200,0
83A,83A_26,4890,2,49200,0
83A,83A_26,4369,2,49200,0
83A,83A_26,6219,2,49200,0
83A,83A_26,6229,2,49200,0
83A,83A_26,2497,2,49200,0
83A,83A_26,1070,2,49200,0
83A,83A_26,319,2,49200,0
83A,83A_26,156,2,49200,0
83A,83A_26,157,2,49200,0
83A,83A_26,133,2,49200,0
83A,83A_26,7131,2,49200,0
83A,83A_26,2492,2,45600,0
83A,83A_26,2465,2,45600,0
83A,83A_26,2466,2,45600,0
83A,83A_26,2467,2,45600,0
83A,83A_26,2495,2,45600,0
83A,83A_26,2496,2,45600,0
83A,83A_26,2497,2,45600,0
