LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
25X,25X_9,2233,2,28200,1
25X,25X_7,3888,1,63000,1
25X,25X_7,3886,1,63000,1
25X,25X_7,3366,1,63000,1
25X,25X_7,3365,1,63000,1
25X,25X_7,2218,1,63000,1
25X,25X_7,2217,1,63000,1
25X,25X_7,4599,1,63000,1
25X,25X_7,2216,1,63000,1
25X,25X_7,2215,1,63000,1
25X,25X_7,2214,1,63000,1
25X,25X_7,2213,1,63000,1
25X,25X_7,4401,1,63000,1
25X,25X_7,2201,1,63000,1
25X,25X_7,7012,1,63000,1
25X,25X_7,2721,1,63000,1
25X,25X_7,4407,1,63000,1
25X,25X_7,1445,1,63000,1
25X,25X_7,1444,1,63000,1
25X,25X_7,312,1,63000,1
25X,25X_7,318,1,63000,1
25X,25X_7,345,1,63000,1
25X,25X_7,7585,1,63000,1
25X,25X_7,7576,1,63000,1
25X,25X_7,786,1,63000,1
25X,25X_7,785,1,63000,1
25X,25X_7,784,1,63000,1
25X,25X_7,783,1,63000,1
25X,25X_7,781,1,63000,1
25X,25X_7,780,1,63000,1
25X,25X_7,779,1,63000,1
25X,25X_7,775,1,63000,1
25X,25X_7,774,1,63000,1
25X,25X_7,773,1,63000,1
25X,25X_7,772,1,63000,1
25X,25X_7,771,1,63000,1
25X,25X_7,770,1,63000,1
25X,25X_7,769,1,63000,1
25X,25X_7,768,1,63000,1
25X,25X_7,4953,1,63000,1
25X,25X_7,2637,1,63000,1
25X,25X_7,7587,1,63000,1
25X,25X_7,782,1,63000,1
25X,25X_7,3367,1,63000,1
25X,25X_7,791,1,63000,1
25X,25X_7,777,1,63000,1
25X,25X_7,3890,1,63000,1
25X,25X_7,2219,1,63000,1
25X,25X_7,776,1,63000,1
25X,25X_7,3890,1,59400,1
25X,25X_7,3888,1,59400,1
25X,25X_7,3886,1,59400,1
25X,25X_7,3367,1,59400,1
25X,25X_7,3366,1,59400,1
25X,25X_7,3365,1,59400,1
25X,25X_7,2219,1,59400,1
25X,25X_7,2218,1,59400,1
25X,25X_7,2217,1,59400,1
25X,25X_7,4599,1,59400,1
25X,25X_7,2216,1,59400,1
25X,25X_7,2213,1,59400,1
25X,25X_7,4401,1,59400,1
25X,25X_7,2201,1,59400,1
25X,25X_7,7012,1,59400,1
25X,25X_7,2637,1,59400,1
25X,25X_7,4407,1,59400,1
25X,25X_7,1445,1,59400,1
25X,25X_7,1444,1,59400,1
25X,25X_7,318,1,59400,1
25X,25X_7,345,1,59400,1
25X,25X_7,7587,1,59400,1
25X,25X_7,7585,1,59400,1
25X,25X_7,7576,1,59400,1
25X,25X_7,791,1,59400,1
25X,25X_7,785,1,59400,1
25X,25X_7,784,1,59400,1
25X,25X_7,782,1,59400,1
25X,25X_7,781,1,59400,1
25X,25X_7,780,1,59400,1
25X,25X_7,779,1,59400,1
25X,25X_7,777,1,59400,1
25X,25X_7,776,1,59400,1
25X,25X_7,775,1,59400,1
25X,25X_7,774,1,59400,1
25X,25X_7,773,1,59400,1
25X,25X_7,772,1,59400,1
25X,25X_7,771,1,59400,1
25X,25X_7,768,1,59400,1
25X,25X_7,4953,1,59400,1
25X,25X_7,2215,1,59400,1
25X,25X_7,786,1,59400,1
25X,25X_7,769,1,59400,1
25X,25X_7,2214,1,59400,1
25X,25X_7,2721,1,59400,1
25X,25X_7,312,1,59400,1
25X,25X_7,783,1,59400,1
25X,25X_7,770,1,59400,1
25X,25X_5,4953,2,27300,1
25X,25X_5,763,2,27300,1
25X,25X_5,762,2,27300,1
25X,25X_5,761,2,27300,1
25X,25X_5,760,2,27300,1
25X,25X_5,759,2,27300,1
25X,25X_5,756,2,27300,1
25X,25X_5,755,2,27300,1
25X,25X_5,754,2,27300,1
25X,25X_5,752,2,27300,1
25X,25X_5,751,2,27300,1
25X,25X_5,750,2,27300,1
25X,25X_5,749,2,27300,1
25X,25X_5,747,2,27300,1
25X,25X_5,406,2,27300,1
25X,25X_5,1479,2,27300,1
25X,25X_5,1478,2,27300,1
25X,25X_5,7453,2,27300,1
25X,25X_5,1476,2,27300,1
25X,25X_5,4413,2,27300,1
25X,25X_5,2722,2,27300,1
25X,25X_5,7435,2,27300,1
25X,25X_5,2242,2,27300,1
25X,25X_5,2241,2,27300,1
25X,25X_5,2234,2,27300,1
25X,25X_5,2232,2,27300,1
25X,25X_5,2233,2,27300,1
25X,25X_5,3374,2,27300,1
25X,25X_5,3373,2,27300,1
25X,25X_5,3372,2,27300,1
25X,25X_5,3950,2,27300,1
25X,25X_5,3949,2,27300,1
25X,25X_5,3891,2,27300,1
25X,25X_5,2239,2,27300,1
25X,25X_5,315,2,27300,1
25X,25X_5,748,2,27300,1
25X,25X_5,753,2,27300,1
25X,25X_5,757,2,27300,1
25X,25X_5,758,2,27300,1
25X,25X_5,336,2,27300,1
25X,25X_5,2235,2,27300,1
25X,25X_5,2235,2,29400,1
25X,25X_5,1479,2,29400,1
25X,25X_5,3891,2,29400,1
25X,25X_5,4953,2,29400,1
25X,25X_5,763,2,29400,1
25X,25X_5,762,2,29400,1
25X,25X_5,761,2,29400,1
25X,25X_5,760,2,29400,1
25X,25X_5,758,2,29400,1
25X,25X_5,757,2,29400,1
25X,25X_5,756,2,29400,1
25X,25X_5,755,2,29400,1
25X,25X_5,754,2,29400,1
25X,25X_5,753,2,29400,1
25X,25X_5,752,2,29400,1
25X,25X_5,751,2,29400,1
25X,25X_5,750,2,29400,1
25X,25X_5,749,2,29400,1
25X,25X_5,747,2,29400,1
25X,25X_5,406,2,29400,1
25X,25X_5,336,2,29400,1
25X,25X_5,315,2,29400,1
25X,25X_5,1478,2,29400,1
25X,25X_5,7453,2,29400,1
25X,25X_5,1476,2,29400,1
25X,25X_5,4413,2,29400,1
25X,25X_5,2722,2,29400,1
25X,25X_5,2242,2,29400,1
25X,25X_5,2241,2,29400,1
25X,25X_5,2239,2,29400,1
25X,25X_5,2234,2,29400,1
25X,25X_5,2232,2,29400,1
25X,25X_5,2233,2,29400,1
25X,25X_5,3374,2,29400,1
