LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
41C,41C_79,46,2,36600,0
41C,41C_79,47,2,36600,0
41C,41C_79,48,2,36600,0
41C,41C_79,49,2,36600,0
41C,41C_79,52,2,36600,0
41C,41C_79,277,2,36600,0
41C,41C_79,288,2,36600,0
41C,41C_79,733,2,36600,0
41C,41C_79,5029,2,36600,0
41C,41C_79,5028,2,36600,0
41C,41C_79,3697,2,36600,0
41C,41C_79,3698,2,36600,0
41C,41C_79,3699,2,36600,0
41C,41C_79,3885,2,36600,0
41C,41C_79,1631,2,36600,0
41C,41C_79,1632,2,36600,0
41C,41C_79,5053,2,36600,0
41C,41C_79,1633,2,36600,0
41C,41C_79,1634,2,36600,0
41C,41C_79,1635,2,36600,0
41C,41C_79,1636,2,36600,0
41C,41C_79,1637,2,36600,0
41C,41C_79,1638,2,36600,0
41C,41C_79,1640,2,36600,0
41C,41C_79,231,2,36600,0
41C,41C_79,213,2,36600,0
41C,41C_79,214,2,36600,0
41C,41C_79,4432,2,36600,0
41C,41C_79,119,2,36600,0
41C,41C_79,44,2,36600,0
41C,41C_79,7603,2,36600,0
41C,41C_79,45,2,36600,0
41C,41C_79,4843,2,36600,0
41C,41C_79,4905,2,36600,0
41C,41C_79,4906,2,36600,0
41C,41C_79,4907,2,36600,0
41C,41C_79,4908,2,36600,0
41C,41C_79,4921,2,36600,0
41C,41C_79,4922,2,36600,0
41C,41C_79,4923,2,36600,0
41C,41C_79,4924,2,36600,0
41C,41C_79,4958,2,36600,0
41C,41C_79,3752,2,36600,0
41C,41C_79,3751,2,36600,0
41C,41C_79,3691,2,36600,0
41C,41C_79,3572,2,36600,0
41C,41C_79,3701,2,36600,0
41C,41C_79,3702,2,36600,0
41C,41C_79,3088,2,36600,0
41C,41C_79,3704,2,36600,0
41C,41C_79,3705,2,36600,0
41C,41C_79,4909,2,36600,0
41C,41C_79,3689,2,36600,0
41C,41C_79,51,2,36600,0
41C,41C_79,6015,2,36600,0
41C,41C_79,3696,2,36600,0
41C,41C_79,1639,2,36600,0
41C,41C_79,1641,2,36600,0
41C,41C_79,1642,2,36600,0
41C,41C_79,46,2,39000,0
41C,41C_79,47,2,39000,0
41C,41C_79,48,2,39000,0
41C,41C_79,51,2,39000,0
41C,41C_79,52,2,39000,0
41C,41C_79,277,2,39000,0
41C,41C_79,733,2,39000,0
41C,41C_79,6015,2,39000,0
41C,41C_79,5029,2,39000,0
41C,41C_79,5028,2,39000,0
41C,41C_79,3696,2,39000,0
41C,41C_79,3698,2,39000,0
41C,41C_79,3699,2,39000,0
41C,41C_79,3885,2,39000,0
41C,41C_79,1631,2,39000,0
41C,41C_79,1632,2,39000,0
41C,41C_79,5053,2,39000,0
41C,41C_79,1633,2,39000,0
41C,41C_79,1634,2,39000,0
41C,41C_79,1635,2,39000,0
41C,41C_79,1636,2,39000,0
41C,41C_79,1637,2,39000,0
41C,41C_79,1638,2,39000,0
41C,41C_79,1639,2,39000,0
41C,41C_79,1640,2,39000,0
41C,41C_79,231,2,39000,0
41C,41C_79,1641,2,39000,0
41C,41C_79,1642,2,39000,0
41C,41C_79,213,2,39000,0
41C,41C_79,214,2,39000,0
41C,41C_79,4432,2,39000,0
41C,41C_79,119,2,39000,0
41C,41C_79,7603,2,39000,0
41C,41C_79,45,2,39000,0
41C,41C_79,4843,2,39000,0
41C,41C_79,4905,2,39000,0
41C,41C_79,4906,2,39000,0
41C,41C_79,4907,2,39000,0
41C,41C_79,4908,2,39000,0
41C,41C_79,4921,2,39000,0
41C,41C_79,4923,2,39000,0
41C,41C_79,4958,2,39000,0
41C,41C_79,3752,2,39000,0
41C,41C_79,3751,2,39000,0
41C,41C_79,3689,2,39000,0
41C,41C_79,3691,2,39000,0
41C,41C_79,3572,2,39000,0
41C,41C_79,3701,2,39000,0
41C,41C_79,3088,2,39000,0
41C,41C_79,3704,2,39000,0
41C,41C_79,3705,2,39000,0
41C,41C_79,4909,2,39000,0
41C,41C_79,4924,2,39000,0
41C,41C_79,4922,2,39000,0
41C,41C_79,49,2,39000,0
41C,41C_79,3702,2,39000,0
41C,41C_79,288,2,39000,0
41C,41C_79,3697,2,39000,0
41C,41C_79,44,2,39000,0
41C,41C_79,46,2,63600,0
41C,41C_79,47,2,63600,0
41C,41C_79,48,2,63600,0
41C,41C_79,51,2,63600,0
41C,41C_79,52,2,63600,0
41C,41C_79,277,2,63600,0
41C,41C_79,288,2,63600,0
41C,41C_79,733,2,63600,0
41C,41C_79,6015,2,63600,0
41C,41C_79,5029,2,63600,0
41C,41C_79,5028,2,63600,0
41C,41C_79,3697,2,63600,0
41C,41C_79,3885,2,63600,0
41C,41C_79,1631,2,63600,0
41C,41C_79,1632,2,63600,0
41C,41C_79,1633,2,63600,0
41C,41C_79,1634,2,63600,0
41C,41C_79,1635,2,63600,0
41C,41C_79,1636,2,63600,0
41C,41C_79,1637,2,63600,0
41C,41C_79,1639,2,63600,0
41C,41C_79,1640,2,63600,0
41C,41C_79,231,2,63600,0
41C,41C_79,1642,2,63600,0
41C,41C_79,213,2,63600,0
41C,41C_79,214,2,63600,0
41C,41C_79,119,2,63600,0
41C,41C_79,44,2,63600,0
41C,41C_79,7603,2,63600,0
41C,41C_79,45,2,63600,0
41C,41C_79,4843,2,63600,0
41C,41C_79,4905,2,63600,0
41C,41C_79,4906,2,63600,0
41C,41C_79,4908,2,63600,0
41C,41C_79,4909,2,63600,0
41C,41C_79,4921,2,63600,0
41C,41C_79,4922,2,63600,0
41C,41C_79,4923,2,63600,0
41C,41C_79,4958,2,63600,0
41C,41C_79,3751,2,63600,0
41C,41C_79,3689,2,63600,0
41C,41C_79,3691,2,63600,0
41C,41C_79,3572,2,63600,0
41C,41C_79,3702,2,63600,0
41C,41C_79,3088,2,63600,0
41C,41C_79,3704,2,63600,0
41C,41C_79,4907,2,63600,0
41C,41C_79,4924,2,63600,0
41C,41C_79,3752,2,63600,0
41C,41C_79,3701,2,63600,0
41C,41C_79,3705,2,63600,0
41C,41C_79,3696,2,63600,0
41C,41C_79,3699,2,63600,0
41C,41C_79,5053,2,63600,0
41C,41C_79,1638,2,63600,0
41C,41C_79,1641,2,63600,0
41C,41C_79,4432,2,63600,0
41C,41C_79,49,2,63600,0
41C,41C_79,3698,2,63600,0
41C,41C_79,46,2,56100,0
