LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
33E,33E_74,1171,1,25200,0
33E,33E_74,1172,1,25200,0
33E,33E_74,1173,1,25200,0
33E,33E_74,1174,1,25200,0
33E,33E_74,1175,1,25200,0
33E,33E_74,15,1,25200,0
33E,33E_74,17,1,25200,0
33E,33E_74,18,1,25200,0
33E,33E_74,19,1,25200,0
33E,33E_74,21,1,25200,0
33E,33E_74,85,1,25200,0
33E,33E_74,203,1,25200,0
33E,33E_74,204,1,25200,0
33E,33E_74,205,1,25200,0
33E,33E_74,1620,1,25200,0
33E,33E_74,220,1,25200,0
33E,33E_74,1622,1,25200,0
33E,33E_74,1623,1,25200,0
33E,33E_74,1624,1,25200,0
33E,33E_74,1626,1,25200,0
33E,33E_74,1627,1,25200,0
33E,33E_74,1628,1,25200,0
33E,33E_74,1629,1,25200,0
33E,33E_74,1630,1,25200,0
33E,33E_74,3670,1,25200,0
33E,33E_74,3671,1,25200,0
33E,33E_74,3672,1,25200,0
33E,33E_74,3772,1,25200,0
33E,33E_74,5176,1,25200,0
33E,33E_74,3774,1,25200,0
33E,33E_74,3775,1,25200,0
33E,33E_74,3778,1,25200,0
33E,33E_74,7690,1,25200,0
33E,33E_74,3781,1,25200,0
33E,33E_74,3783,1,25200,0
33E,33E_74,3784,1,25200,0
33E,33E_74,3785,1,25200,0
33E,33E_74,3786,1,25200,0
33E,33E_74,3787,1,25200,0
33E,33E_74,3788,1,25200,0
33E,33E_74,3789,1,25200,0
33E,33E_74,3790,1,25200,0
33E,33E_74,3791,1,25200,0
33E,33E_74,3793,1,25200,0
33E,33E_74,3794,1,25200,0
33E,33E_74,3795,1,25200,0
33E,33E_74,3797,1,25200,0
33E,33E_74,3798,1,25200,0
33E,33E_74,6076,1,25200,0
33E,33E_74,6077,1,25200,0
33E,33E_74,3569,1,25200,0
33E,33E_74,3571,1,25200,0
33E,33E_74,3802,1,25200,0
33E,33E_74,3773,1,25200,0
33E,33E_74,3777,1,25200,0
33E,33E_74,292,1,25200,0
33E,33E_74,7602,1,25200,0
33E,33E_74,1625,1,25200,0
33E,33E_74,3782,1,25200,0
33E,33E_74,3792,1,25200,0
33E,33E_74,3801,1,25200,0
33E,33E_74,7172,1,25200,0
33E,33E_74,5069,1,25200,1
33E,33E_74,3723,1,25200,1
33E,33E_74,3725,1,25200,1
33E,33E_74,3738,1,25200,1
33E,33E_74,7170,1,25200,1
33E,33E_74,3740,1,25200,1
33E,33E_74,5165,1,25200,1
33E,33E_74,7169,1,25200,1
33E,33E_74,3743,1,25200,1
33E,33E_74,292,1,25200,1
33E,33E_74,1172,1,25200,1
33E,33E_74,1173,1,25200,1
33E,33E_74,1174,1,25200,1
33E,33E_74,1175,1,25200,1
33E,33E_74,15,1,25200,1
33E,33E_74,17,1,25200,1
33E,33E_74,18,1,25200,1
33E,33E_74,19,1,25200,1
33E,33E_74,21,1,25200,1
33E,33E_74,7602,1,25200,1
33E,33E_74,203,1,25200,1
33E,33E_74,204,1,25200,1
33E,33E_74,205,1,25200,1
33E,33E_74,1620,1,25200,1
33E,33E_74,220,1,25200,1
33E,33E_74,1622,1,25200,1
33E,33E_74,1623,1,25200,1
33E,33E_74,1624,1,25200,1
33E,33E_74,1625,1,25200,1
33E,33E_74,1627,1,25200,1
33E,33E_74,1628,1,25200,1
33E,33E_74,1629,1,25200,1
33E,33E_74,1630,1,25200,1
33E,33E_74,3670,1,25200,1
33E,33E_74,3671,1,25200,1
33E,33E_74,3672,1,25200,1
33E,33E_74,3674,1,25200,1
33E,33E_74,3675,1,25200,1
33E,33E_74,3678,1,25200,1
33E,33E_74,3679,1,25200,1
33E,33E_74,3712,1,25200,1
33E,33E_74,3713,1,25200,1
33E,33E_74,3714,1,25200,1
33E,33E_74,3719,1,25200,1
33E,33E_74,3720,1,25200,1
33E,33E_74,7691,1,25200,1
33E,33E_74,3721,1,25200,1
33E,33E_74,3755,1,25200,1
33E,33E_74,3758,1,25200,1
33E,33E_74,3759,1,25200,1
33E,33E_74,3760,1,25200,1
33E,33E_74,3761,1,25200,1
33E,33E_74,3763,1,25200,1
33E,33E_74,3764,1,25200,1
33E,33E_74,3765,1,25200,1
33E,33E_74,3766,1,25200,1
33E,33E_74,3768,1,25200,1
33E,33E_74,3769,1,25200,1
33E,33E_74,3771,1,25200,1
33E,33E_74,3773,1,25200,1
33E,33E_74,5176,1,25200,1
33E,33E_74,3774,1,25200,1
33E,33E_74,3775,1,25200,1
33E,33E_74,3777,1,25200,1
33E,33E_74,3778,1,25200,1
33E,33E_74,7690,1,25200,1
33E,33E_74,3783,1,25200,1
33E,33E_74,3784,1,25200,1
33E,33E_74,3785,1,25200,1
33E,33E_74,3787,1,25200,1
33E,33E_74,3788,1,25200,1
33E,33E_74,3789,1,25200,1
33E,33E_74,3790,1,25200,1
33E,33E_74,3791,1,25200,1
33E,33E_74,3792,1,25200,1
33E,33E_74,3793,1,25200,1
33E,33E_74,3794,1,25200,1
33E,33E_74,3795,1,25200,1
33E,33E_74,3798,1,25200,1
33E,33E_74,6076,1,25200,1
33E,33E_74,6077,1,25200,1
33E,33E_74,3569,1,25200,1
33E,33E_74,3571,1,25200,1
33E,33E_74,3801,1,25200,1
33E,33E_74,3802,1,25200,1
33E,33E_74,3676,1,25200,1
33E,33E_74,3711,1,25200,1
33E,33E_74,3718,1,25200,1
33E,33E_74,3724,1,25200,1
33E,33E_74,3741,1,25200,1
33E,33E_74,3744,1,25200,1
33E,33E_74,3757,1,25200,1
33E,33E_74,3762,1,25200,1
33E,33E_74,3767,1,25200,1
33E,33E_74,3772,1,25200,1
33E,33E_74,7172,1,25200,1
33E,33E_74,3781,1,25200,1
33E,33E_74,1171,1,25200,1
33E,33E_74,85,1,25200,1
33E,33E_74,1626,1,25200,1
33E,33E_74,3677,1,25200,1
33E,33E_74,3722,1,25200,1
33E,33E_74,3780,1,25200,1
33E,33E_74,3756,1,25200,1
33E,33E_74,3770,1,25200,1
33E,33E_74,3782,1,25200,1
33E,33E_74,3786,1,25200,1
33E,33E_74,3797,1,25200,1
33E,33E_74,292,1,25200,2
33E,33E_74,1171,1,25200,2
33E,33E_74,1172,1,25200,2
33E,33E_74,1173,1,25200,2
33E,33E_74,1174,1,25200,2
33E,33E_74,1175,1,25200,2
33E,33E_74,15,1,25200,2
33E,33E_74,18,1,25200,2
33E,33E_74,19,1,25200,2
33E,33E_74,21,1,25200,2
33E,33E_74,7602,1,25200,2
33E,33E_74,85,1,25200,2
33E,33E_74,203,1,25200,2
33E,33E_74,204,1,25200,2
33E,33E_74,205,1,25200,2
33E,33E_74,1620,1,25200,2
33E,33E_74,220,1,25200,2
33E,33E_74,1623,1,25200,2
33E,33E_74,1624,1,25200,2
33E,33E_74,1625,1,25200,2
33E,33E_74,1626,1,25200,2
33E,33E_74,1627,1,25200,2
33E,33E_74,1628,1,25200,2
33E,33E_74,1629,1,25200,2
33E,33E_74,1630,1,25200,2
33E,33E_74,3670,1,25200,2
33E,33E_74,3672,1,25200,2
33E,33E_74,3674,1,25200,2
33E,33E_74,3675,1,25200,2
33E,33E_74,3676,1,25200,2
33E,33E_74,3677,1,25200,2
33E,33E_74,3678,1,25200,2
33E,33E_74,3679,1,25200,2
33E,33E_74,3711,1,25200,2
33E,33E_74,3712,1,25200,2
33E,33E_74,3714,1,25200,2
33E,33E_74,3719,1,25200,2
33E,33E_74,3718,1,25200,2
33E,33E_74,3720,1,25200,2
33E,33E_74,7691,1,25200,2
33E,33E_74,3721,1,25200,2
33E,33E_74,3722,1,25200,2
33E,33E_74,5069,1,25200,2
33E,33E_74,3723,1,25200,2
33E,33E_74,3724,1,25200,2
33E,33E_74,3725,1,25200,2
33E,33E_74,3738,1,25200,2
33E,33E_74,7170,1,25200,2
33E,33E_74,3740,1,25200,2
33E,33E_74,3741,1,25200,2
33E,33E_74,7169,1,25200,2
